condition_id,partition,stage,stratum,parameters_json,phase_deg,snr_db,position_quantile,seed_namespace,noise_realizations,outcomes_generated
CON-SEA-SAG-034,confirmation,sealed_confirmation,sag,"{""duration_cycles"":21.47038021781032,""residual_voltage_pu"":0.6195671081542968}",67.5,25,0.7252145814684154,529259265,100,False
CON-SEA-SAG-035,confirmation,sealed_confirmation,sag,"{""duration_cycles"":5.08149132892143,""residual_voltage_pu"":0.4195671081542969}",112.5,25,0.7840381108801802,3250447756,100,False
CON-SEA-SAG-036,confirmation,sealed_confirmation,sag,"{""duration_cycles"":14.91482466225476,""residual_voltage_pu"":0.8195671081542969}",157.5,25,0.8428616402919449,1069121107,100,False
CON-SEA-SAG-037,confirmation,sealed_confirmation,sag,"{""duration_cycles"":24.74815799558809,""residual_voltage_pu"":0.16956710815429688}",22.5,35,0.9016851697037096,1649571181,100,False
CON-SEA-SAG-038,confirmation,sealed_confirmation,sag,"{""duration_cycles"":8.359269106699205,""residual_voltage_pu"":0.5695671081542969}",67.5,35,0.9605086991154743,2931655040,100,False
CON-SEA-SAG-039,confirmation,sealed_confirmation,sag,"{""duration_cycles"":18.192602440032537,""residual_voltage_pu"":0.36956710815429694}",112.5,35,0.022792436139695758,2337903062,100,False
CON-SEA-SAG-040,confirmation,sealed_confirmation,sag,"{""duration_cycles"":28.02593577336587,""residual_voltage_pu"":0.7695671081542969}",157.5,35,0.08161596555146046,3444389892,100,False
CON-SEA-SAG-041,confirmation,sealed_confirmation,sag,"{""duration_cycles"":2.896306143736244,""residual_voltage_pu"":0.26956710815429685}",22.5,25,0.1404394949632252,3230352123,100,False
CON-SEA-SAG-042,confirmation,sealed_confirmation,sag,"{""duration_cycles"":12.729639477069576,""residual_voltage_pu"":0.6695671081542969}",67.5,25,0.19926302437498986,2050233094,100,False
CON-SEA-SAG-043,confirmation,sealed_confirmation,sag,"{""duration_cycles"":22.562972810402908,""residual_voltage_pu"":0.4695671081542969}",112.5,25,0.25808655378675455,2070746367,100,False
CON-SEA-SAG-044,confirmation,sealed_confirmation,sag,"{""duration_cycles"":6.174083921514023,""residual_voltage_pu"":0.8695671081542969}",157.5,25,0.31691008319851927,3743238608,100,False
CON-SEA-SAG-045,confirmation,sealed_confirmation,sag,"{""duration_cycles"":16.007417254847354,""residual_voltage_pu"":0.14456710815429688}",22.5,35,0.37573361261028393,1180678230,100,False
CON-SEA-SAG-046,confirmation,sealed_confirmation,sag,"{""duration_cycles"":25.840750588180686,""residual_voltage_pu"":0.5445671081542969}",67.5,35,0.43455714202204865,4106563154,100,False
CON-SEA-SAG-047,confirmation,sealed_confirmation,sag,"{""duration_cycles"":9.451861699291799,""residual_voltage_pu"":0.3445671081542969}",112.5,35,0.49338067143381337,3624931266,100,False
CON-SEA-SAG-048,confirmation,sealed_confirmation,sag,"{""duration_cycles"":19.285195032625133,""residual_voltage_pu"":0.7445671081542969}",157.5,35,0.5522042008455781,838559694,100,False
CON-SEA-SAG-049,confirmation,sealed_confirmation,sag,"{""duration_cycles"":29.118528365958465,""residual_voltage_pu"":0.24456710815429689}",22.5,25,0.6110277302573428,3796720888,100,False
CON-SEA-SAG-050,confirmation,sealed_confirmation,sag,"{""duration_cycles"":1.0753184894152565,""residual_voltage_pu"":0.6445671081542969}",67.5,25,0.6698512596691075,381177786,100,False
CON-SEA-SAG-051,confirmation,sealed_confirmation,sag,"{""duration_cycles"":10.908651822748588,""residual_voltage_pu"":0.4445671081542969}",112.5,25,0.7286747890808721,1916742837,100,False
CON-SEA-SAG-052,confirmation,sealed_confirmation,sag,"{""duration_cycles"":20.74198515608192,""residual_voltage_pu"":0.8445671081542969}",157.5,25,0.7874983184926369,2386967557,100,False
CON-SEA-SAG-053,confirmation,sealed_confirmation,sag,"{""duration_cycles"":4.353096267193035,""residual_voltage_pu"":0.1945671081542969}",22.5,35,0.8463218479044016,924650974,100,False
CON-SEA-SAG-054,confirmation,sealed_confirmation,sag,"{""duration_cycles"":14.186429600526367,""residual_voltage_pu"":0.5945671081542969}",67.5,35,0.9051453773161663,715954355,100,False
CON-SEA-SAG-055,confirmation,sealed_confirmation,sag,"{""duration_cycles"":24.0197629338597,""residual_voltage_pu"":0.39456710815429685}",112.5,35,0.963968906727931,3387512251,100,False
CON-SEA-SAG-056,confirmation,sealed_confirmation,sag,"{""duration_cycles"":7.630874044970812,""residual_voltage_pu"":0.7945671081542969}",157.5,35,0.026252643752152506,420495817,100,False
CON-SEA-SAG-057,confirmation,sealed_confirmation,sag,"{""duration_cycles"":17.464207378304145,""residual_voltage_pu"":0.2945671081542969}",22.5,25,0.0850761731639172,1199777784,100,False
CON-SEA-SAG-058,confirmation,sealed_confirmation,sag,"{""duration_cycles"":27.297540711637478,""residual_voltage_pu"":0.6945671081542969}",67.5,25,0.14389970257568194,1760300263,100,False
CON-SEA-SAG-059,confirmation,sealed_confirmation,sag,"{""duration_cycles"":2.1679110820078487,""residual_voltage_pu"":0.49456710815429694}",112.5,25,0.20272323198744663,2946784745,100,False
CON-SEA-SAG-060,confirmation,sealed_confirmation,sag,"{""duration_cycles"":12.001244415341182,""residual_voltage_pu"":0.8945671081542969}",157.5,25,0.2615467613992113,1898925360,100,False
CON-SEA-SAG-061,confirmation,sealed_confirmation,sag,"{""duration_cycles"":21.834577748674516,""residual_voltage_pu"":0.10394210815429689}",22.5,35,0.320370290810976,2680534903,100,False
CON-SEA-SAG-062,confirmation,sealed_confirmation,sag,"{""duration_cycles"":5.445688859785627,""residual_voltage_pu"":0.5039421081542969}",67.5,35,0.3791938202227407,3516658550,100,False
CON-SEA-SAG-063,confirmation,sealed_confirmation,sag,"{""duration_cycles"":15.279022193118958,""residual_voltage_pu"":0.3039421081542969}",112.5,35,0.4380173496345054,3884815137,100,False
CON-SEA-SAG-064,confirmation,sealed_confirmation,sag,"{""duration_cycles"":25.11235552645229,""residual_voltage_pu"":0.7039421081542969}",157.5,35,0.4968408790462701,3766909293,100,False
CON-SEA-SAG-065,confirmation,sealed_confirmation,sag,"{""duration_cycles"":8.723466637563403,""residual_voltage_pu"":0.2039421081542969}",22.5,25,0.5556644084580349,3334165781,100,False
CON-SEA-SAG-066,confirmation,sealed_confirmation,sag,"{""duration_cycles"":18.556799970896737,""residual_voltage_pu"":0.6039421081542968}",67.5,25,0.6144879378697996,1712132982,100,False
CON-SEA-SAG-067,confirmation,sealed_confirmation,sag,"{""duration_cycles"":28.39013330423007,""residual_voltage_pu"":0.4039421081542969}",112.5,25,0.6733114672815643,611276269,100,False
CON-SEA-SAG-068,confirmation,sealed_confirmation,sag,"{""duration_cycles"":3.260503674600441,""residual_voltage_pu"":0.8039421081542969}",157.5,25,0.7321349966933289,3260938173,100,False
CON-SEA-SAG-069,confirmation,sealed_confirmation,sag,"{""duration_cycles"":13.093837007933773,""residual_voltage_pu"":0.15394210815429688}",22.5,35,0.7909585261050937,263463652,100,False
CON-SEA-SAG-070,confirmation,sealed_confirmation,sag,"{""duration_cycles"":22.927170341267107,""residual_voltage_pu"":0.5539421081542969}",67.5,35,0.8497820555168584,3023656342,100,False
CON-SEA-SAG-071,confirmation,sealed_confirmation,sag,"{""duration_cycles"":6.53828145237822,""residual_voltage_pu"":0.35394210815429694}",112.5,35,0.9086055849286231,286846931,100,False
CON-SEA-SAG-072,confirmation,sealed_confirmation,sag,"{""duration_cycles"":16.37161478571155,""residual_voltage_pu"":0.7539421081542969}",157.5,35,0.9674291143403878,9099676,100,False
CON-SEA-SAG-073,confirmation,sealed_confirmation,sag,"{""duration_cycles"":26.204948119044882,""residual_voltage_pu"":0.25394210815429685}",22.5,25,0.029712851364609254,2026908885,100,False
CON-SEA-SAG-074,confirmation,sealed_confirmation,sag,"{""duration_cycles"":9.816059230155997,""residual_voltage_pu"":0.6539421081542969}",67.5,25,0.08853638077637395,3608271591,100,False
CON-SEA-SAG-075,confirmation,sealed_confirmation,sag,"{""duration_cycles"":19.64939256348933,""residual_voltage_pu"":0.4539421081542969}",112.5,25,0.14735991018813868,3835470056,100,False
CON-SEA-SAG-076,confirmation,sealed_confirmation,sag,"{""duration_cycles"":29.48272589682266,""residual_voltage_pu"":0.8539421081542969}",157.5,25,0.20618343959990337,1722649880,100,False
CON-SEA-SAG-077,confirmation,sealed_confirmation,sag,"{""duration_cycles"":1.439516020279454,""residual_voltage_pu"":0.12894210815429688}",22.5,35,0.26500696901166804,2527185693,100,False
CON-SEA-SAG-078,confirmation,sealed_confirmation,sag,"{""duration_cycles"":11.272849353612786,""residual_voltage_pu"":0.5289421081542969}",67.5,35,0.32383049842343276,2091434980,100,False
CON-SEA-SAG-079,confirmation,sealed_confirmation,sag,"{""duration_cycles"":21.10618268694612,""residual_voltage_pu"":0.3289421081542969}",112.5,35,0.3826540278351974,828720462,100,False
CON-SEA-SAG-080,confirmation,sealed_confirmation,sag,"{""duration_cycles"":4.7172937980572325,""residual_voltage_pu"":0.7289421081542969}",157.5,35,0.44147755724696214,412377234,100,False
CON-SEA-SAG-081,confirmation,sealed_confirmation,sag,"{""duration_cycles"":14.550627131390563,""residual_voltage_pu"":0.22894210815429689}",22.5,25,0.5003010866587269,302928947,100,False
CON-SEA-SAG-082,confirmation,sealed_confirmation,sag,"{""duration_cycles"":24.383960464723895,""residual_voltage_pu"":0.6289421081542969}",67.5,25,0.5591246160704916,1276839321,100,False
CON-SEA-SAG-083,confirmation,sealed_confirmation,sag,"{""duration_cycles"":7.995071575835008,""residual_voltage_pu"":0.4289421081542969}",112.5,25,0.6179481454822563,1424954119,100,False
CON-SEA-SAG-084,confirmation,sealed_confirmation,sag,"{""duration_cycles"":17.82840490916834,""residual_voltage_pu"":0.8289421081542969}",157.5,25,0.676771674894021,3151328241,100,False
CON-SEA-SAG-085,confirmation,sealed_confirmation,sag,"{""duration_cycles"":27.661738242501674,""residual_voltage_pu"":0.1789421081542969}",22.5,35,0.7355952043057856,2741224761,100,False
CON-SEA-SAG-086,confirmation,sealed_confirmation,sag,"{""duration_cycles"":2.532108612872046,""residual_voltage_pu"":0.5789421081542969}",67.5,35,0.7944187337175503,2526582208,100,False
CON-SEA-SAG-087,confirmation,sealed_confirmation,sag,"{""duration_cycles"":12.365441946205378,""residual_voltage_pu"":0.37894210815429685}",112.5,35,0.8532422631293151,280568244,100,False
CON-SEA-SAG-088,confirmation,sealed_confirmation,sag,"{""duration_cycles"":22.19877527953871,""residual_voltage_pu"":0.7789421081542969}",157.5,35,0.9120657925410798,2250596675,100,False
CON-SEA-SAG-089,confirmation,sealed_confirmation,sag,"{""duration_cycles"":5.809886390649825,""residual_voltage_pu"":0.2789421081542969}",22.5,25,0.9708893219528445,568134738,100,False
CON-SEA-SAG-090,confirmation,sealed_confirmation,sag,"{""duration_cycles"":15.643219723983158,""residual_voltage_pu"":0.6789421081542969}",67.5,25,0.033173058977066,235392589,100,False
CON-SEA-SAG-091,confirmation,sealed_confirmation,sag,"{""duration_cycles"":25.476553057316487,""residual_voltage_pu"":0.47894210815429694}",112.5,25,0.09199658838883071,2970909462,100,False
CON-SEA-SAG-092,confirmation,sealed_confirmation,sag,"{""duration_cycles"":9.087664168427601,""residual_voltage_pu"":0.8789421081542969}",157.5,25,0.15082011780059543,2431595139,100,False
CON-SEA-SAG-093,confirmation,sealed_confirmation,sag,"{""duration_cycles"":18.920997501760933,""residual_voltage_pu"":0.11644210815429688}",22.5,35,0.20964364721236012,2151454254,100,False
CON-SEA-SAG-094,confirmation,sealed_confirmation,sag,"{""duration_cycles"":28.754330835094265,""residual_voltage_pu"":0.5164421081542969}",67.5,35,0.2684671766241248,2401823432,100,False
CON-SEA-SAG-095,confirmation,sealed_confirmation,sag,"{""duration_cycles"":3.6247012054646386,""residual_voltage_pu"":0.31644210815429685}",112.5,35,0.3272907060358895,3836273913,100,False
CON-SEA-SAG-096,confirmation,sealed_confirmation,sag,"{""duration_cycles"":13.458034538797971,""residual_voltage_pu"":0.7164421081542969}",157.5,35,0.38611423544765416,2149871078,100,False
CON-SEA-SAG-097,confirmation,sealed_confirmation,sag,"{""duration_cycles"":23.291367872131303,""residual_voltage_pu"":0.21644210815429688}",22.5,25,0.4449377648594189,625195450,100,False
CON-SEA-SWELL-001,confirmation,sealed_confirmation,swell,"{""duration_cycles"":8.305313916941547,""event_voltage_pu"":1.5713692665100099}",22.5,25,0.16181136551075215,3281757416,100,False
CON-SEA-SWELL-002,confirmation,sealed_confirmation,swell,"{""duration_cycles"":18.13864725027488,""event_voltage_pu"":1.3963692665100098}",67.5,25,0.22063489492251684,3035556419,100,False
CON-SEA-SWELL-003,confirmation,sealed_confirmation,swell,"{""duration_cycles"":27.97198058360821,""event_voltage_pu"":1.7463692665100097}",112.5,25,0.2794584243342816,512456339,100,False
CON-SEA-SWELL-004,confirmation,sealed_confirmation,swell,"{""duration_cycles"":2.842350953978585,""event_voltage_pu"":1.1776192665100098}",157.5,25,0.3382819537460463,2722166061,100,False
CON-SEA-SWELL-005,confirmation,sealed_confirmation,swell,"{""duration_cycles"":12.675684287311917,""event_voltage_pu"":1.52761926651001}",22.5,35,0.3971054831578109,1983688305,100,False
CON-SEA-SWELL-006,confirmation,sealed_confirmation,swell,"{""duration_cycles"":22.50901762064525,""event_voltage_pu"":1.3526192665100099}",67.5,35,0.45592901256957563,2586576479,100,False
CON-SEA-SWELL-007,confirmation,sealed_confirmation,swell,"{""duration_cycles"":6.120128731756363,""event_voltage_pu"":1.70261926651001}",112.5,35,0.5147525419813404,721532926,100,False
CON-SEA-SWELL-008,confirmation,sealed_confirmation,swell,"{""duration_cycles"":15.953462065089695,""event_voltage_pu"":1.26511926651001}",157.5,35,0.5735760713931051,2877760372,100,False
CON-SEA-SWELL-009,confirmation,sealed_confirmation,swell,"{""duration_cycles"":25.786795398423028,""event_voltage_pu"":1.6151192665100098}",22.5,25,0.6323996008048698,3225803878,100,False
CON-SEA-SWELL-010,confirmation,sealed_confirmation,swell,"{""duration_cycles"":9.397906509534138,""event_voltage_pu"":1.4401192665100098}",67.5,25,0.6912231302166345,3956614577,100,False
CON-SEA-SWELL-011,confirmation,sealed_confirmation,swell,"{""duration_cycles"":19.231239842867474,""event_voltage_pu"":1.7901192665100099}",112.5,25,0.7500466596283991,3780544763,100,False
CON-SEA-SWELL-012,confirmation,sealed_confirmation,swell,"{""duration_cycles"":29.064573176200806,""event_voltage_pu"":1.1065255165100099}",157.5,25,0.8088701890401638,4231747483,100,False
CON-SEA-SWELL-013,confirmation,sealed_confirmation,swell,"{""duration_cycles"":1.0213632996575974,""event_voltage_pu"":1.45652551651001}",22.5,35,0.8676937184519286,2084734542,100,False
CON-SEA-SWELL-014,confirmation,sealed_confirmation,swell,"{""duration_cycles"":10.854696632990928,""event_voltage_pu"":1.28152551651001}",67.5,35,0.9265172478636933,2117653177,100,False
CON-SEA-SWELL-015,confirmation,sealed_confirmation,swell,"{""duration_cycles"":20.68802996632426,""event_voltage_pu"":1.6315255165100098}",112.5,35,0.985340777275458,2408041368,100,False
CON-SEA-SWELL-016,confirmation,sealed_confirmation,swell,"{""duration_cycles"":4.299141077435376,""event_voltage_pu"":1.1940255165100098}",157.5,35,0.047624514299679475,4115920047,100,False
CON-SEA-SWELL-017,confirmation,sealed_confirmation,swell,"{""duration_cycles"":14.132474410768706,""event_voltage_pu"":1.5440255165100099}",22.5,25,0.10644804371144419,2247141356,100,False
CON-SEA-SWELL-018,confirmation,sealed_confirmation,swell,"{""duration_cycles"":23.96580774410204,""event_voltage_pu"":1.3690255165100098}",67.5,25,0.1652715731232089,1017112356,100,False
CON-SEA-SWELL-019,confirmation,sealed_confirmation,swell,"{""duration_cycles"":7.576918855213154,""event_voltage_pu"":1.7190255165100097}",112.5,25,0.22409510253497358,2108380611,100,False
CON-SEA-SWELL-020,confirmation,sealed_confirmation,swell,"{""duration_cycles"":17.41025218854649,""event_voltage_pu"":1.1502755165100098}",157.5,25,0.28291863194673833,2657048059,100,False
CON-SEA-SWELL-021,confirmation,sealed_confirmation,swell,"{""duration_cycles"":27.24358552187982,""event_voltage_pu"":1.50027551651001}",22.5,35,0.34174216135850305,3533185295,100,False
CON-SEA-SWELL-022,confirmation,sealed_confirmation,swell,"{""duration_cycles"":2.11395589225019,""event_voltage_pu"":1.3252755165100099}",67.5,35,0.4005656907702677,2337614931,100,False
CON-SEA-SWELL-023,confirmation,sealed_confirmation,swell,"{""duration_cycles"":11.947289225583521,""event_voltage_pu"":1.67527551651001}",112.5,35,0.45938922018203243,3474095144,100,False
CON-SEA-SWELL-024,confirmation,sealed_confirmation,swell,"{""duration_cycles"":21.78062255891686,""event_voltage_pu"":1.23777551651001}",157.5,35,0.5182127495937972,3187087366,100,False
CON-SEA-SWELL-025,confirmation,sealed_confirmation,swell,"{""duration_cycles"":5.3917336700279686,""event_voltage_pu"":1.5877755165100098}",22.5,25,0.5770362790055619,951476598,100,False
CON-SEA-SWELL-026,confirmation,sealed_confirmation,swell,"{""duration_cycles"":15.225067003361298,""event_voltage_pu"":1.4127755165100098}",67.5,25,0.6358598084173266,1851587150,100,False
CON-SEA-SWELL-027,confirmation,sealed_confirmation,swell,"{""duration_cycles"":25.058400336694632,""event_voltage_pu"":1.7627755165100099}",112.5,25,0.6946833378290913,1624702581,100,False
CON-SEA-SWELL-028,confirmation,sealed_confirmation,swell,"{""duration_cycles"":8.669511447805743,""event_voltage_pu"":1.12840051651001}",157.5,25,0.7535068672408559,257255607,100,False
CON-SEA-SWELL-029,confirmation,sealed_confirmation,swell,"{""duration_cycles"":18.50284478113908,""event_voltage_pu"":1.4784005165100098}",22.5,35,0.8123303966526206,1551432744,100,False
CON-SEA-SWELL-030,confirmation,sealed_confirmation,swell,"{""duration_cycles"":28.33617811447241,""event_voltage_pu"":1.3034005165100098}",67.5,35,0.8711539260643854,1109829799,100,False
CON-SEA-SWELL-031,confirmation,sealed_confirmation,swell,"{""duration_cycles"":3.2065484848427825,""event_voltage_pu"":1.6534005165100099}",112.5,35,0.9299774554761501,498133839,100,False
CON-SEA-SWELL-032,confirmation,sealed_confirmation,swell,"{""duration_cycles"":13.039881818176113,""event_voltage_pu"":1.2159005165100099}",157.5,35,0.9888009848879148,2003050739,100,False
CON-SEA-SWELL-033,confirmation,sealed_confirmation,swell,"{""duration_cycles"":22.87321515150945,""event_voltage_pu"":1.56590051651001}",22.5,25,0.05108472191213622,3932241709,100,False
CON-SEA-SWELL-034,confirmation,sealed_confirmation,swell,"{""duration_cycles"":6.484326262620561,""event_voltage_pu"":1.39090051651001}",67.5,25,0.10990825132390093,3079397324,100,False
CON-SEA-SWELL-035,confirmation,sealed_confirmation,swell,"{""duration_cycles"":16.31765959595389,""event_voltage_pu"":1.7409005165100098}",112.5,25,0.16873178073566564,1314044770,100,False
CON-SEA-SWELL-036,confirmation,sealed_confirmation,swell,"{""duration_cycles"":26.150992929287224,""event_voltage_pu"":1.17215051651001}",157.5,25,0.22755531014743033,1115507076,100,False
CON-SEA-SWELL-037,confirmation,sealed_confirmation,swell,"{""duration_cycles"":9.762104040398336,""event_voltage_pu"":1.5221505165100098}",22.5,35,0.2863788395591951,1856774988,100,False
CON-SEA-SWELL-038,confirmation,sealed_confirmation,swell,"{""duration_cycles"":19.59543737373167,""event_voltage_pu"":1.34715051651001}",67.5,35,0.3452023689709598,2628554924,100,False
CON-SEA-SWELL-039,confirmation,sealed_confirmation,swell,"{""duration_cycles"":29.428770707065002,""event_voltage_pu"":1.6971505165100098}",112.5,35,0.40402589838272446,1874313684,100,False
CON-SEA-SWELL-040,confirmation,sealed_confirmation,swell,"{""duration_cycles"":1.385560830521795,""event_voltage_pu"":1.2596505165100098}",157.5,35,0.4628494277944892,175998743,100,False
CON-SEA-SWELL-041,confirmation,sealed_confirmation,swell,"{""duration_cycles"":11.218894163855126,""event_voltage_pu"":1.6096505165100097}",22.5,25,0.5216729572062538,1216806581,100,False
CON-SEA-SWELL-042,confirmation,sealed_confirmation,swell,"{""duration_cycles"":21.05222749718846,""event_voltage_pu"":1.4346505165100099}",67.5,25,0.5804964866180186,1420513629,100,False
CON-SEA-SWELL-043,confirmation,sealed_confirmation,swell,"{""duration_cycles"":4.663338608299574,""event_voltage_pu"":1.78465051651001}",112.5,25,0.6393200160297833,3434662419,100,False
CON-SEA-SWELL-044,confirmation,sealed_confirmation,swell,"{""duration_cycles"":14.496671941632904,""event_voltage_pu"":1.11746301651001}",157.5,25,0.698143545441548,3972535506,100,False
CON-SEA-SWELL-045,confirmation,sealed_confirmation,swell,"{""duration_cycles"":24.330005274966236,""event_voltage_pu"":1.4674630165100098}",22.5,35,0.7569670748533126,1761159637,100,False
CON-SEA-SWELL-046,confirmation,sealed_confirmation,swell,"{""duration_cycles"":7.941116386077349,""event_voltage_pu"":1.29246301651001}",67.5,35,0.8157906042650773,3908465,100,False
CON-SEA-SWELL-047,confirmation,sealed_confirmation,swell,"{""duration_cycles"":17.774449719410686,""event_voltage_pu"":1.6424630165100098}",112.5,35,0.874614133676842,2826210055,100,False
CON-SEA-SWELL-048,confirmation,sealed_confirmation,swell,"{""duration_cycles"":27.607783052744015,""event_voltage_pu"":1.2049630165100098}",157.5,35,0.9334376630886068,2342582344,100,False
CON-SEA-SWELL-049,confirmation,sealed_confirmation,swell,"{""duration_cycles"":2.478153423114388,""event_voltage_pu"":1.55496301651001}",22.5,25,0.9922611925003715,2743575903,100,False
